title,excerpt,content,collection,subcollection,folder,name,image_path
NAGELLACK,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1434.HEIC,
BARFUSSTRAUM,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1435.HEIC,
SOHLENSPEKTAKEL,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1437.HEIC,
SPAZIERGANG IM MEER,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1438.HEIC,
ZU FAUL ZU FUSS,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1441.HEIC,
DIE ZEIT LÄUFT,"40 x 40cm, 2025, Acryl auf Leinwand, Fr. 480.-",,Fussmalerei,,,IMG_1442.HEIC,
FUSSMASSAGE ,"30 x 30cm, 2025, Acryl auf Leinwand, Fr. 360.-",,Fussmalerei,,,IMG_1443.HEIC,
BETRETEN ERLAUBT,"30 x 30cm, 2025, Acryl auf Leinwand, Fr. 360.-",,Fussmalerei,,,IMG_1444.HEIC,
FUSSABDRUCK,"30 x 30cm, 2025, Acryl auf Leinwand, Fr. 360.-",,Fussmalerei,,,IMG_1445.HEIC,
DYNAMIK AUF SOHLEN,"30 x 30cm, 2025, Acryl auf Leinwand, Fr. 360.-",,Fussmalerei,,,IMG_1446.HEIC,
LÄUFT SO…,"30 x 30cm, 2025, Acryl auf Leinwand, Fr. 360.-",,Fussmalerei,,,IMG_1447.HEIC,
SOHLENBRAND ,"20 x 50cm, 2025, Acryl auf Leinwand, Fr. 390.-",,Fussmalerei,,,IMG_1449.HEIC,
FUSSFROST ,"20 x 50cm, 2025, Acryl auf Leinwand, Fr. 390.-",,Fussmalerei,,,IMG_1450.HEIC,
verLAUF,"4 x 20 x 50cm, 2025, Acryl auf Leinwand, Fr. 390.-",,Fussmalerei,,,IMG_1451.HEIC,
ÜBER KOHLE LAUFEN,"40 x 80cm, 2025, Acryl auf Leinwand, Fr. 690.-",,Fussmalerei,,,IMG_1452.HEIC,
,,,,,,,
,,,,,,,
DIE SCHNECKE,"Kaltporzellan, 2025, Länge 11cm, Fr. 40.-",Eile ist der Feind der Aufmerksamkeit.,Skulpturen / 3D,,,IMG_4999.HEIC,
ROYAL SEAT,"Acryl auf Toilettendeckel, nur auf Bestellung, Fr. 690.-","Es muss nicht immer Leinwand oder Papier sein.
Ein kleiner Protest zum grauen Alltag, der das stille Örtchen etwas aufleben lässt.
 
Ein Toilettendeckel mit Füssen bemalt klingt erstmal etwas absurd. Gäste werden es bemerken, ziemlich sicher. Sie werden darauf reagieren und der Gesprächsstoff nimmt Fahrt auf. Garantiert!",Skulpturen / 3D,,,IMG_4995.HEIC,
ROYAL SEAT,,,Skulpturen / 3D,,,IMG_4990.HEIC,
ROYAL SEAT,,,Skulpturen / 3D,,,IMG_1665.PNG,
MONDLICHT,"Höhe 125cm, 2020, fluoreszierend, Mixed Media, Fr. 1100.-",,Skulpturen / 3D,,,IMG_4985.HEIC,
MONDLICHT,,,Skulpturen / 3D,,,IMG_4979.HEIC,
UNSERE ZUKUNFT,"Höhe 57cm, 2025, Mischtechnik mit Gips, Fr. 350.-","Möglicherweise laufen wir in Zukunft gebückt.
Nicht des Alters oder der harten Arbeit wegen, sondern weil wir ständig aufs Handy starren und den Blick fürs Leben verlieren. 
Humor hilft da wenig, denn selbst zum Münzen suchen taugt der Blick nach unten nichts. Bargeld gibt’s in naher Zukunft vielleicht eh keins mehr.",Skulpturen / 3D,,,IMG_0248.HEIC,
UNSERE ZUKUNFT,,,Skulpturen / 3D,,,IMG_0245.HEIC,
BALLENBACHE,,,,,,IMG_3553.HEIC,
BALLENBACHE,"Länge ca. 130cm, Schwemmholz-Leuchte, Holz aus dem Entlebuch LU, 1998, Fr. 900.-","Im Heimatbach gesammelt und zu Hause mit Hochdruck abgespritzt.
Ursprünglich für Stehlampen gedacht, kippte das Schwemmholz-Projekt und fiel ins Wasser.
Und doch, erstaunlich, wie der kreative Funke bei so viel Nässe noch überspringen konnte.
Am Ende wurde das Kunstwerk keine Stehlampe, aber es steht trotzdem ziemlich gut da. Nicht? ",Skulpturen / 3D,,,IMG_8035.HEIC,
BALLENBACH,,,Skulpturen / 3D,,,IMG_6893.HEIC,
HAPPY BIRD,"Länge ca. 30cm, Holz, 2023, Papiermischung und Kaltporzellan, Fr. 120.-","Der glückliche Vogel hat die Superkraft, 
die grausten Tage in bunte Federn zu hüllen. ",Skulpturen / 3D,,,IMG_7985.HEIC,
GROGGY,"Höhe ca. 20cm, 2023, Mixed Media mit Kork, Fr. 120.- ","Der Moment, in dem selbst der Kaffee seufzt und die Seele Barfuss läuft.",Skulpturen / 3D,,,IMG_8116.HEIC,
BESCHWIPST ,"Höhe ca. 20cm, 2023, Mixed Media mit Papier, Fr. 90.- ","Es ist der Zustand, in dem der Verstand kurz Urlaub macht und das Herz ein wenig mutiger wird.",Skulpturen / 3D,,,IMG_8117.HEIC,
SOAP BUBBLES ,"Länge ca 30cm, 2024, Holz, Kaltporzellen und Stoff, Fr. 120.-","Meine Seifenblasen platzen nicht – sie haben sich entschieden, zu bleiben.",Skulpturen / 3D,,,IMG_7987.HEIC,
FOOTPRINT,"SKATEBOARDS 1, 2, und 3, Acryl und Ölpastell auf Skateboards, 2024, Boards Einzeln oder zusammen erhältlich, je Fr. 280.- ","`Doodah` ist ein Sportgeschäft und mit dem Fumetto Comic Festival Luzern in Kooperation. Künstlerinnen und Künstler gestalten dafür individuell Skate-und Snowboards. Ich wurde von Doodah eingeladen, Teil dieser besonderen Ausstellung zu sein.
 
Die Boards wurden stilecht mit den Füssen grundiert – schließlich steht man ja nicht mit den Händen drauf. Veredelt sind die Werke ganz intuitiv mit Ölpastell und Acrylstifte. Ein kreatives Zusammenspiel von Fussarbeit und Freigeist.",Skulpturen / 3D,,,IMG_4447.HEIC,
FOOTPRINT,,,,,,IMG_4672.PNG,
FOOTPRINT,,,,,,Mein Film 1.mov,
LISTEN,"Länge ca. 20cm, 2023, Kaltporzellan, Fr. 60.-","Wer zuhört, öffnet eine Tür, durch die Worte, Gefühle und kleine Geheimnisse eintreten dürfen.",Skulpturen / 3D,,,IMG_8112.HEIC,
,,,,,,,
,,,,,,,
DIE GIERDE,"21 x 30cm, inkl. Rahmen, 2025, Gelli-Print, grün schimmernd, Fr. 260.-","Ein leiser Blick in die Welt der Fantasien, die uns vertrauter sind, als wir je zugeben würden.",Verführung/Erotik,,,IMG_3999.HEIC,
DIE GIERDE,,,Verführung/Erotik,,,IMG_4014.HEIC,
UNZUCHT,"21 x 30cm, inkl. Rahmen, 2025, Gelli-Print, grün-schimmernd, 2025, Fr. 260.-","Kunst darf zeigen, was Worte oft lieber verschweigen.",Verführung/Erotik,,,IMG_4001.HEIC,
UNZUCHT,,,Verführung/Erotik,,,IMG_4013.HEIC,
LUST,"23 x 31cm inkl. Rahmen, 2025, Gelli-Print, grün-schimmernd, 2025, Fr. 240.-",Fantasie ist etwas ganz Menschliches,Verführung/Erotik,,,IMG_3998.HEIC,
DESSSOU,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Verführung/Erotik,,,IMG_0285.HEIC,
KELLY TRUMP,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Verführung/Erotik,,,IMG_3717.HEIC,
,,,,,,,
,,,,,,,
DER REGENWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-",Nur ein Regenwurm kann einen Apfel von innen lachen hören.,Linoldruck,,,IMG_3813.HEIC,
DER RÖHRENWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-",Nur der Röhrenwurm versteht das Flüstern des Sandes und Schlamms.,Linoldruck,,,IMG_3817.HEIC,
DER NACKTWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-","Nur ein Nacktwurm weiss, wo das beste Blatt zum Chillen liegt.",Linoldruck,,,IMG_3814.HEIC,
DER BLUTEGEL,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-","Nur ein Blutegel weiss, wo das Wasser still ist, die Pflanzen sanft schaukeln und niemand seine Ruhe stört.",Linoldruck,,,IMG_3815.HEIC,
DER BORSTENWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-","Nur der Borstenwurm weiß, wie schön das Leben ist, wenn die Strömung sanft trägt, der Meeresboden weich ist und niemand die Stille der Tiefe stört.",Linoldruck,,,IMG_3816.HEIC,
NACHTWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-","Nur der Nachtwurm weiß, wie friedlich die Welt ist, wenn die Dunkelheit ihn schützt und die Erde leise atmet.",Linoldruck,,,IMG_3818.HEIC,
MEERESBORSTENWURM,"13 x 18cm inkl. Rahmen, 2026, Linoldruck auf Papier, Fr 60.-","Nur ein Meeresborstenwurm weiß, dass ein Umzug leichter ist, wenn man sein Zuhause einfach untergräbt.",Linoldruck,,,IMG_4284.HEIC,
,,,,,,,
,,,,,,,
WOODPECKER LIGHT GRAY,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-","Woodpecker - der Holzspecht. 
Wenn schon hacken, dann mit Stil, dachte sich der Specht - und «klopfte» die gesammelten Spuren ins Holz. So entstand ein Muster aus dem, was ihm auf seinen Wegen begegnete. Erkennst Du die Formen?",Holzdruck,,,IMG_2353.HEIC,
WOODPECKER,,,Holzdruck,,,IMG_8042.HEIC,
WOODPECKER  WHITE,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-",,Holzdruck,,,IMG_2363.HEIC,
WOODPECKER  BLUE,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-",,Holzdruck,,,IMG_2359.HEIC,
WOODPECKER  ORANGE,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-",,Holzdruck,,,IMG_2365.HEIC,
WOODPECKER  ROYAL BLUE,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-",,Holzdruck,,,IMG_2367.HEIC,
WOODPECKER BLACK,"35 x 50cm inkl. Rahmen, 1999, 1/1, Holzdruck auf Papier, Fr. 480.-",,Holzdruck,,,IMG_2369.HEIC,
,,,,,,,
,,,,,,,
MORGAN FREEMAN,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",Wenn der Klatsch kunstvoll zum Abklatsch wird. Abgegriffene Zeitschriften werden stilvoll recycelt.,Gelli-Print,Bekannte Personen,,IMG_9876.HEIC,
DWAYNE JOHNSON,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_9938.HEIC,
CARA DELEVINGNE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_9939.HEIC,
ICE CUBE - BELLA HADID,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_0290.HEIC,
ADELE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_1564.HEIC,
ADELE IN PINK,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_2726.HEIC,
MAX FRISCH,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_2730.HEIC,
JULIA ROBERTS 2,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Bekannte Personen,,IMG_3709.HEIC,
,,,,,,,
,,,,,,,
DER KÖNIG,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_9877.HEIC,
DIE EINZIGARTIGE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_9878.HEIC,
HU-HUU,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_9885.HEIC,
DANCE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_1576.HEIC,
ZÜRICH,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_1690.HEIC,
ZÜRICH,,,Gelli-Print,Diverses,,IMG_3929.HEIC,
DAS MÄDCHEN IM LIEGESTUHL,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_2727.HEIC,
MYSTERY DOCTOR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_3399.HEIC,
DIE VILLA,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_4224.HEIC,
BRIDGE AT NIGHT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_4746.HEIC,
TENT AT NIGHT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_4747.HEIC,
ANTIKE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Diverses,,IMG_4795.HEIC,
,,,,,,,
,,,,,,,
HOT SOMMER,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_9881.HEIC,
KISS THE HEEL,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_9882.HEIC,
INDIGO,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1567.HEIC,
KLEIDERARCHITEKTUR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1570.HEIC,
SMOKING CIGAR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_0279.HEIC,
TREND-ZEIT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_0288.HEIC,
AUSGETRAGEN,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1554.HEIC,
HERZSTÜCK,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1555.HEIC,
TRENDSTURZ,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1557.HEIC,
VERPACKUNG,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1558.HEIC,
DIE ZWEITE HAUT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1559.HEIC,
WEICHE SCHALE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1560.HEIC,
SOFTE HÜLLE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Mode,,IMG_1561.HEIC,
,,,,,,,
,,,,,,,
ABRISSBIRNE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_9884.HEIC,
SEHNSUCHT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_9888.HEIC,
SUNGLASSES,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_0283.HEIC,
MASKIERT MIT STIL,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_1566.HEIC,
OHRiginell,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_1568.HEIC,
SANFTE ERSCHÖPFUNG,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_1689.HEIC,
RED HAIR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_4221.HEIC,
DURCHBLICK,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_4738.HEIC,
HER SECRET,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_4744.HEIC,
SIGNORA,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Gesichter,,IMG_3665.HEIC,
,,,,,,,
,,,,,,,
BASEBALL,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Sport,,IMG_3710.HEIC,
FUSSBALL,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Sport,,IMG_3711.HEIC,
BOWLING,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Sport,,IMG_3712.HEIC,
BILLARD,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Sport,,IMG_3714.HEIC,
,,,,,,,
,,,,,,,
ZEIT MASCHINE,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0277.HEIC,
ZEIT MASCHINE,,,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0276.HEIC,
PO-PULÄR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0291.HEIC,
ENJOY YOUR TIME,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0298.HEIC,
REISEZEIT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0300.HEIC,
REISEZEIT,,,Gelli-Print,Auto/Motorrad/Uhren,,IMG_0301.HEIC,
SCHÖNWETTERFLIEGER,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_1687.HEIC,
OLD CAR,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_3715.HEIC,
ZEITGEIST,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_4754.HEIC,
GENUSS,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Auto/Motorrad/Uhren,,IMG_4776.HEIC,
,,,,,,,
,,,,,,,
DESSSOU,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Verführung/Erotic,,IMG_0285.HEIC,
KELLY TRUMP,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Verführung/Erotic,,IMG_3717.HEIC,
PO-LARISIERT,"32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Verführung/Erotic,,IMG_4757.HEIC,
DIE GIERDE,"21 x 30cm, inkl. Rahmen, 2025, Gelli-Print, grün schimmernd, Fr. 260.-","Ein leiser Blick in die Welt der Fantasien, die uns vertrauter sind, als wir je zugeben würden.",Gelli-Print,Verführung/Erotic,,IMG_3999.HEIC,
DIE GIERDE,,,Gelli-Print,Verführung/Erotic,,IMG_4014.HEIC,
UNZUCHT,"21 x 30cm, inkl. Rahmen, 2025, Gelli-Print, grün-schimmernd, 2025, Fr. 260.-","Kunst darf zeigen, was Worte oft lieber verschweigen.",Gelli-Print,Verführung/Erotic,,IMG_4001.HEIC,
UNZUCHT,,,Gelli-Print,Verführung/Erotic,,IMG_4013.HEIC,
LUST,"23 x 31cm inkl. Rahmen, 2025, Gelli-Print, grün-schimmernd, 2025, Fr. 240.-",Fantasie ist etwas ganz Menschliches,Gelli-Print,Verführung/Erotic,,IMG_3998.HEIC,
,,,,,,,
,,,,,,,
SERIE 1 MODE 4er,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",Dies sind Serienvorschläge. Es können selbstverständlich andere Serien-Zusammenstellungen gemacht werden. Es gibt unendliche Möglichkeiten. Ich helfe gerne dabe.,Gelli-Print,Serien,,IMG_1571.HEIC,
SERIE 2 MODE 2er,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_3873.HEIC,
SERIE 3 GESICHTER,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4742.HEIC,
SERIE 4 NIGHT,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4745.HEIC,
SERIE 5 PRADA,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4748.HEIC,
SERIE 6 SCHIRM,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4749.HEIC,
SERIE 7 HAWAII,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4750.HEIC,
SERIE 8 MOTORRAD,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4753.HEIC,
SERIE 9 VERFÜHRUNG,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4755.HEIC,
SERIE 10 LADIES,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4758.HEIC,
SERIE 11 4er SCHWAR-WEISS,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4759.HEIC,
SERIE 12 3er SCHWAR-WEISS,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4760.HEIC,
SERIE 13 STIEFEL,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4761.HEIC,
SERIE 14 CHANEL,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4772.HEIC,
SERIE 15 VERBLASST,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4774.HEIC,
SERIE 16 ORANGE-GRÜN,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4775.HEIC,
SERIE 16 8er VERFÜHRUNG,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4777.HEIC,
SERIE 17 INDUSTRIE,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4778.HEIC,
SERIE 18 BRILLEN,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4781.HEIC,
SERIE 19 GESICHTER,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4782.HEIC,
SERIE 20 4er SCHLEIERHAFT,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4785.HEIC,
SERIE 21 5er LADIES,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4786.HEIC,
SERIE 22 MYSTIC,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4787.HEIC,
SERIE 23 4er SPORT,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4789.HEIC,
SERIE 24 FACES1,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4790.HEIC,
SERIE 25 FACES2,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4791.HEIC,
SERIE 26 FACES3,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4792.HEIC,
SERIE 27 MIXED,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4793.HEIC,
SERIE 28 PINK-ORANGE,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4794.HEIC,
SERIE 29 MIXED2,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4796.HEIC,
SERIE 30 GELB-PINK,"Je 32 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Serien,,IMG_4875.HEIC,
,,,,,,,
,,,,,,,
DANCE,"23 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Hochformat,,IMG_2601.HEIC,
WER BIN ICH?,"23 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Hochformat,,IMG_2602.HEIC,
DER PO,"23 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Hochformat,,IMG_3927.HEIC,
SHINE,"23 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Hochformat,,IMG_4211.HEIC,
EINZELSTÜCKE HOCHFORMAT,"23 x 32cm inkl. Rahmen, 2025, Acryl-Druck auf Papier",,Gelli-Print,Hochformat,,IMG_4788.HEIC,
,,,,,,,
,,,,,,,
ALFREDO,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-","Auf altem Kork entstehen bunte `Gute-Laune-Figuren`. Ein bisschen verrückt, recyclingfreundlich und garantiert fröhlich.
Inspiriert vom Alltag, der Fantasie und dem ganz normalen Wahnsinn, feiern diese Bilder das Leben mit einem Augenzwinkern. ",Kork,,,IMG_0893.HEIC,
DER ZAUBER,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1301.HEIC,
ANGSTFRESSER,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1302.HEIC,
DER SCHREI,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1305.HEIC,
GILMOR,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1306.HEIC,
SPAGI,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1309.HEIC,
GIRLIE,"20 x 30cm, 2025, Acryl auf 100% Kork, Fr. 120.-",,Kork,,,IMG_1313.HEIC,
